,Unnamed: 0,user_id,age,Language,city,state,country
6392,6392,117956,34.74389988072476,9,new castle,indiana,usa
6395,6395,127417,34.74389988072476,9,beacon,new york,usa
6396,6396,127826,34.74389988072476,9,duluth,georgia,usa
6398,6398,129358,36.0,9,highland,california,usa
6400,6400,134467,35.0,9,mannheim,"baden-württemberg,",
6401,6401,135382,50.0,9,st.paul,minnesota,usa
6404,6404,144667,34.74389988072476,9,seattle,washington,usa
6406,6406,146648,44.0,9,berwick,nova scotia,canada
6407,6407,146874,34.74389988072476,9,lilburn,georgia,usa
6408,6408,147224,41.0,9,mechanicsburg,pennsylvania,usa
6409,6409,151757,35.0,9,north canton,ohio,usa
6411,6411,152939,43.0,9,glasgow,scotland,united kingdom
6412,6412,152990,53.0,9,waterville,nova scotia,canada
6417,6417,163307,24.0,9,tulsa,oklahoma,usa
6419,6419,166581,70.0,9,rogers,arkansas,usa
6421,6421,167189,43.0,9,coburg,oregon,usa
6423,6423,174154,34.74389988072476,9,crystal lake,",",
6425,6425,174501,34.74389988072476,9,austin,texas,usa
6426,6426,176230,34.74389988072476,9,cheyenne,wyoming,usa
6428,6428,180915,35.0,9,sofia,,bulgaria
6431,6431,184547,46.0,9,seattle,washington,usa
6433,6433,186848,31.0,9,madison,wisconsin,usa
6434,6434,187425,12.0,9,san francisco,california,usa
6435,6435,191716,49.0,9,tatamagouche,nova scotia,canada
6438,6438,196475,34.74389988072476,9,philadelphia,pennsylvania,usa
6441,6441,201677,29.0,9,hawthorne,new jersey,usa
6442,6442,203621,37.0,9,weehawken,new jersey,usa
6445,6445,210921,35.0,9,davis,california,usa
6447,6447,215988,42.0,9,lake oswego,oregon,usa
6451,6451,223154,33.0,9,wilmington,north carolina,usa
6454,6454,224923,24.0,9,cleveland,ohio,usa
6455,6455,226205,48.0,9,romeoville,illinois,usa
6457,6457,229085,53.0,9,grass valley,california,usa
6460,6460,235123,34.74389988072476,9,raleigh,north carolina,usa
6461,6461,236959,35.0,9,st. louis,missouri,usa
6462,6462,238227,34.0,9,wauwatosa,wisconsin,usa
6465,6465,241652,34.74389988072476,9,duluth,minnesota,usa
6472,6472,252848,32.0,9,vinton,virginia,usa
6474,6474,254467,29.0,9,walnut creek,california,usa
6475,6475,259388,34.74389988072476,9,oakland,california,usa
6479,6479,266457,35.0,9,white oak,texas,usa
6482,6482,271593,34.74389988072476,9,warren,pennsylvania,usa
6483,6483,273140,34.74389988072476,9,huntingdon,pennsylvania,usa
6485,6485,278535,34.74389988072476,9,oshkosh,wisconsin,usa
6487,6487,254,24.0,9,minneapolis,minnesota,usa
6488,6488,885,34.74389988072476,9,jacksonville,texas,usa
6489,6489,1424,34.74389988072476,9,north avoca,new south wales,australia
6490,6490,1650,34.74389988072476,9,victoria,british columbia,canada
6491,6491,1773,16.0,9,northridge,california,usa
6493,6493,3026,34.74389988072476,9,kuala lumpur,kuala lumpur,malaysia
6494,6494,3350,23.0,9,colorado springs,colorado,usa
6497,6497,5903,25.0,9,vienna,vienna,austria
6499,6499,6323,35.0,9,wilmington,north carolina,usa
6502,6502,7736,34.74389988072476,9,richmond,california,usa
6503,6503,7856,34.74389988072476,9,drachten,friesland,netherlands
6504,6504,7958,27.0,9,oeiras,lisbon,portugal
6507,6507,11657,25.0,9,cincinnati,ohio,usa
6511,6511,13995,34.74389988072476,9,adelaide,south australia,australia
6512,6512,14393,34.74389988072476,9,vienna,",",
6513,6513,14897,24.0,9,shiki,saitama,japan
6514,6514,15408,34.0,9,cary,north carolina,usa
6516,6516,16454,34.74389988072476,9,delta,british columbia,canada
6520,6520,18082,38.0,9,southern,california,usa
6521,6521,18133,39.0,9,raleigh,north carolina,usa
6522,6522,18172,36.0,9,levittown,pennsylvania,usa
6523,6523,18254,34.0,9,nanaimo,british columbia,canada
6525,6525,20755,34.74389988072476,9,martinez,california,usa
6528,6528,23664,34.74389988072476,9,exeter,new hampshire,usa
6530,6530,24394,34.74389988072476,9,santa barbara,california,usa
6531,6531,25966,34.74389988072476,9,key west,florida,usa
6533,6533,30182,34.74389988072476,9,pownal,vermont,usa
6535,6535,30333,34.74389988072476,9,ogallala,nebraska,usa
6539,6539,31006,34.74389988072476,9,woodland,california,usa
6542,6542,31688,34.74389988072476,9,mesa,arizona,usa
6543,6543,31919,52.0,9,skokie,illinois,usa
6545,6545,33263,23.0,9,alliance,ohio,usa
6546,6546,33319,24.0,9,calgary,alberta,canada
6550,6550,36540,32.0,9,norristown,pennsylvania,usa
6551,6551,36677,28.0,9,studio city,california,usa
6555,6555,36973,34.74389988072476,9,new york,new york,usa
6556,6556,37493,34.74389988072476,9,auxvasse,missouri,usa
6558,6558,38295,34.74389988072476,9,azusa,california,usa
6561,6561,38899,34.74389988072476,9,richmond,british columbia,canada
6567,6567,40553,34.74389988072476,9,st. cloud,minnesota,usa
6568,6568,40617,42.0,9,shelton,washington,usa
6569,6569,41589,51.0,9,bellingham,washington,usa
6570,6570,43337,41.0,9,new york,new york,usa
6573,6573,45297,34.74389988072476,9,oak creek,wisconsin,usa
6575,6575,46062,34.74389988072476,9,watertown,massachusetts,usa
6577,6577,46345,53.0,9,annapolis,maryland,usa
6578,6578,46404,20.0,9,vancouver,british columbia,canada
6581,6581,50204,36.0,9,lebanon,pennsylvania,usa
6583,6583,50711,34.74389988072476,9,norfolk,virginia,usa
6584,6584,51891,37.0,9,downers grove,illinois,usa
6585,6585,52199,47.0,9,houston,texas,usa
6586,6586,52256,17.0,9,duluth,minnesota,usa
6589,6589,53241,34.74389988072476,9,hillsborough,new jersey,usa
6591,6591,54493,34.74389988072476,9,baton rouge,louisiana,usa
6593,6593,55272,34.74389988072476,9,panama city,florida,usa
6597,6597,56598,45.0,9,albuquerque,new mexico,usa
6600,6600,58382,34.74389988072476,9,bountiful,utah,usa
6603,6603,60392,43.0,9,bardonia,new york,usa
6604,6604,60555,34.74389988072476,9,grayling,michigan,usa
6605,6605,60707,38.0,9,manchester,new hampshire,usa
6607,6607,63389,25.0,9,saratoga,california,usa
6608,6608,63394,22.0,9,eufaula,alabama,usa
6609,6609,64861,20.0,9,st. louis,missouri,usa
6611,6611,68721,30.0,9,calgary,alberta,canada
6612,6612,68886,37.0,9,miami,florida,usa
6617,6617,71648,19.0,9,prince george,british columbia,canada
6618,6618,72099,41.0,9,el cajon,",",
6620,6620,73588,38.0,9,astoria,new york,usa
6622,6622,74665,34.74389988072476,9,new bedford,massachusetts,usa
6624,6624,75251,16.0,9,cape coral,florida,usa
6625,6625,76512,48.0,9,warminster,pennsylvania,usa
6626,6626,76818,49.0,9,little rock,arkansas,usa
6627,6627,77473,34.74389988072476,9,seattle,washington,usa
6629,6629,79815,25.0,9,new york,new york,usa
6634,6634,82234,23.0,9,boise,idaho,usa
6635,6635,82968,32.0,9,edmonton,alberta,canada
6636,6636,83135,29.0,9,auburn,new york,usa
6637,6637,83496,34.74389988072476,9,westfield,new jersey,usa
6639,6639,84427,58.0,9,ballwin,missouri,usa
6640,6640,84940,41.0,9,white bear lake,minnesota,usa
6641,6641,85093,34.74389988072476,9,racine,wisconsin,usa
6644,6644,86145,45.0,9,alexandria,virginia,usa
6645,6645,86202,26.0,9,sydney,new south wales,australia
6646,6646,87093,34.74389988072476,9,vancouver,british columbia,canada
6649,6649,88873,34.74389988072476,9,san marcos,texas,usa
6651,6651,89585,17.0,9,la mesa,california,usa
6652,6652,89851,34.74389988072476,9,warminster,pennsylvania,usa
6653,6653,90883,36.0,9,sacramento,california,usa
6654,6654,91405,17.0,9,warner robins,georgia,usa
6656,6656,91754,34.74389988072476,9,portland,oregon,usa
6659,6659,93046,47.0,9,fallon,nevada,usa
6660,6660,93092,22.0,9,sherwood park,alberta,canada
6662,6662,93855,53.0,9,hartford,connecticut,usa
6663,6663,94737,34.74389988072476,9,palm bay,florida,usa
6664,6664,95193,69.0,9,bellingham,washington,usa
6665,6665,95741,29.0,9,guelph,ontario,canada
6666,6666,96009,34.74389988072476,9,palmyra,virginia,usa
6668,6668,96357,31.0,9,aiken,south carolina,usa
6669,6669,96611,22.0,9,shippensburg,pennsylvania,usa
6670,6670,97055,51.0,9,toronto,ontario,canada
6671,6671,98078,54.0,9,rochester,michigan,usa
6672,6672,98356,45.0,9,west blocton,alabama,usa
6676,6676,101029,20.0,9,kingston,ontario,canada
6677,6677,101803,34.74389988072476,9,chicago,illinois,usa
6679,6679,102034,32.0,9,eau claire,wisconsin,usa
6682,6682,104255,43.0,9,pacifica,california,usa
6683,6683,105054,29.0,9,edmonton,alberta,canada
6689,6689,106946,34.74389988072476,9,salt lake city,utah,usa
6690,6690,107383,34.74389988072476,9,davenport,iowa,usa
6691,6691,108285,22.0,9,appleton,wisconsin,usa
6692,6692,108772,35.0,9,qualicum beach,,canada
6693,6693,110349,27.0,9,sioux city,iowa,usa
6695,6695,111228,18.0,9,lisle,new york,usa
6696,6696,111749,34.74389988072476,9,edmonton,alberta,canada
6700,6700,113155,28.0,9,san jose,california,usa
6702,6702,114217,24.0,9,petaling jaya,selangor,malaysia
6703,6703,114615,34.74389988072476,9,baltimore,maryland,usa
6705,6705,116499,34.74389988072476,9,coral springs,florida,usa
6706,6706,116810,34.74389988072476,9,mooresville,north carolina,usa
6707,6707,117131,56.0,9,toronto,ontario,canada
6708,6708,117241,33.0,9,munich,bavaria,germany
6709,6709,120187,34.0,9,arvada,colorado,usa
6710,6710,121171,34.74389988072476,9,st. louis,missouri,usa
6712,6712,122958,34.74389988072476,9,mesquite,texas,usa
6713,6713,123056,32.0,9,halifax,nova scotia,canada
6718,6718,125411,43.0,9,louisville,kentucky,usa
6721,6721,125928,34.74389988072476,9,glendale heights,illinois,usa
6722,6722,126127,34.74389988072476,9,burnaby,british columbia,canada
6724,6724,126903,34.74389988072476,9,lancaster,pennsylvania,usa
6725,6725,127668,25.0,9,garland,texas,usa
6729,6729,129474,50.0,9,fife. wa,",",
6734,6734,132572,45.0,9,dartmouth,nova scotia,canada
6737,6737,135763,42.0,9,rapid city,south dakota,usa
6738,6738,136093,39.0,9,boise,idaho,usa
6741,6741,138198,37.0,9,edmonton,alberta,canada
6743,6743,138878,34.74389988072476,9,steamboat springs,colorado,usa
6744,6744,139620,34.74389988072476,9,san francisco,california,usa
6745,6745,140223,27.0,9,somerville,massachusetts,usa
6746,6746,140555,31.0,9,vancouver,british columbia,canada
6747,6747,141704,29.0,9,los angeles,california,usa
6750,6750,142823,29.0,9,san diego,california,australia
6751,6751,142970,17.0,9,l mesa,california,usa
6752,6752,143211,34.74389988072476,9,greenbelt,maryland,usa
6757,6757,144151,34.74389988072476,9,harrison,tennessee,usa
6759,6759,144864,25.0,9,fredericton,new brunswick,canada
6761,6761,146517,22.0,9,istanbul,istanbul,turkey
6762,6762,146855,34.74389988072476,9,fargo,north dakota,usa
6765,6765,148028,34.74389988072476,9,decatur,texas,usa
6766,6766,148123,28.0,9,calgary,alberta,canada
6767,6767,148671,85.0,9,calgary,alberta,canada
6768,6768,150661,36.0,9,scottsdale,arizona,usa
6769,6769,151634,34.74389988072476,9,berkeley,california,usa
6770,6770,152946,25.0,9,lisbon,lisbon,portugal
6772,6772,153322,33.0,9,york,",",
6774,6774,154465,32.0,9,albany,california,usa
6775,6775,154975,29.0,9,dallas,texas,usa
6779,6779,157594,34.74389988072476,9,vancouver,british columbia,canada
6783,6783,158509,34.74389988072476,9,portland,oregon,usa
6784,6784,158559,34.74389988072476,9,san diego,california,usa
6785,6785,159647,34.74389988072476,9,high prairie,alberta,canada
6786,6786,159847,34.74389988072476,9,utrecht,,netherlands
6787,6787,161993,34.74389988072476,9,marysville,washington,usa
6788,6788,162028,21.0,9,clark,new jersey,usa
6789,6789,162564,28.0,9,marietta,georgia,usa
6791,6791,162827,34.74389988072476,9,seattle,washington,usa
6792,6792,162968,22.0,9,cornwall,ontario,canada
6798,6798,167692,34.74389988072476,9,victoria,british columbia,canada
6799,6799,168804,31.0,9,santa rosa,california,usa
6801,6801,170722,23.0,9,edmonton,alberta,canada
6806,6806,174509,34.74389988072476,9,new london,ohio,usa
6807,6807,175185,41.0,9,nanaimo,british columbia,canada
6808,6808,175805,34.74389988072476,9,toronto,ontario,canada
6809,6809,176161,34.74389988072476,9,vancouver,british columbia,canada
6811,6811,177660,34.74389988072476,9,lille,nord,france
6812,6812,178181,32.0,9,bloomfield hills,michigan,usa
6814,6814,178674,34.74389988072476,9,philadelphia,pennsylvania,usa
6815,6815,178920,31.0,9,san francisco,california,usa
6816,6816,179534,31.0,9,pasadena,california,usa
6817,6817,179978,28.0,9,perry,new york,usa
6820,6820,181479,34.74389988072476,9,london,ontario,canada
6821,6821,181691,26.0,9,chicago,illinois,usa
6826,6826,182527,62.0,9,pekin,illinois,usa
6828,6828,183131,34.74389988072476,9,dallas,texas,usa
6829,6829,184770,40.0,9,victoria,british columbia,canada
6834,6834,187922,34.0,9,taunton,massachusetts,usa
6835,6835,188010,34.74389988072476,9,edmonton,alberta,canada
6837,6837,188902,30.0,9,port moody,british columbia,canada
6840,6840,190976,34.74389988072476,9,bradford,pennsylvania,usa
6842,6842,191694,62.0,9,fremont,california,usa
6844,6844,192119,39.0,9,occoquan,virginia,usa
6847,6847,193695,34.74389988072476,9,long beach,",",
6848,6848,193723,50.0,9,south ogden,utah,usa
6849,6849,194156,34.74389988072476,9,saco,maine,usa
6851,6851,196502,38.0,9,decatur,georgia,usa
6853,6853,197293,26.0,9,paradise,newfoundland,canada
6856,6856,198930,21.0,9,mesquite,texas,usa
6857,6857,198983,29.0,9,naperville,illinois,usa
6859,6859,200583,44.0,9,woodstock,ontario,canada
6861,6861,201475,35.0,9,dunlap,california,usa
6864,6864,202358,52.0,9,setúbal,setúbal,portugal
6866,6866,203213,34.74389988072476,9,new berlin,wisconsin,usa
6867,6867,205911,34.74389988072476,9,dallas,texas,usa
6868,6868,205980,34.74389988072476,9,west chester,pennsylvania,usa
6873,6873,208009,34.74389988072476,9,spokane,",",
6878,6878,212142,37.0,9,warrenton,virginia,usa
6879,6879,212432,34.74389988072476,9,milwaukee,wisconsin,usa
6880,6880,212539,31.0,9,watertown,massachusetts,usa
6881,6881,212789,34.0,9,san francisco,california,usa
6883,6883,218379,18.0,9,auburn,maine,usa
6886,6886,218638,34.74389988072476,9,victoria,british columbia,canada
6888,6888,220277,26.0,9,st. louis,missouri,usa
6890,6890,220597,26.0,9,toronto,ontario,canada
6892,6892,221663,37.0,9,edmonton,alberta,canada
6894,6894,223768,34.74389988072476,9,arlington,texas,usa
6897,6897,225687,16.0,9,glen allen,virginia,usa
6899,6899,227422,35.0,9,savannah,georgia,usa
6901,6901,228024,24.0,9,nepean,ontario,canada
6902,6902,229064,36.0,9,reno,nevada,usa
6903,6903,229091,34.74389988072476,9,munich,bavaria,germany
6904,6904,229313,31.0,9,southgate,michigan,usa
6905,6905,229703,34.74389988072476,9,south surrey,british columbia,canada
6908,6908,230700,34.74389988072476,9,york,pennsylvania,usa
6910,6910,231827,32.0,9,festus,missouri,usa
6912,6912,232169,27.0,9,rochester,minnesota,usa
6913,6913,232449,34.74389988072476,9,fairview,west virginia,usa
6914,6914,232990,26.0,9,portland,oregon,usa
6915,6915,233117,34.74389988072476,9,didsbury,",",
6917,6917,234622,44.0,9,albuquerque,new mexico,usa
6923,6923,236587,34.74389988072476,9,tipton,pennsylvania,usa
6924,6924,237434,34.74389988072476,9,bynum,north carolina,usa
6925,6925,237474,24.0,9,montreal,quebec,canada
6931,6931,239354,34.74389988072476,9,vernon,michigan,usa
6934,6934,240795,34.74389988072476,9,burbank,california,usa
6942,6942,244293,35.0,9,newnan,georgia,usa
6943,6943,244817,30.0,9,louisville,kentucky,usa
6945,6945,245446,24.0,9,seaside,california,usa
6947,6947,246247,29.0,9,akron,ohio,usa
6948,6948,247664,34.74389988072476,9,london,ontario,canada
6949,6949,247878,34.74389988072476,9,florissant,missouri,usa
6950,6950,248479,27.0,9,hamilton,ontario,canada
6952,6952,249866,34.74389988072476,9,toronto,ontario,canada
6954,6954,250300,34.74389988072476,9,,,singapore
6955,6955,250353,18.0,9,hawthorne,california,usa
6956,6956,250851,21.0,9,springfield,ohio,usa
6960,6960,257025,26.0,9,hamburg,new york,usa
6962,6962,258121,25.0,9,surrey,british columbia,canada
6964,6964,258334,31.0,9,pinckney,michigan,usa
6965,6965,258717,18.0,9,selfkant,nordrhein-westfalen,germany
6970,6970,262459,34.74389988072476,9,mountain view,california,usa
6971,6971,262980,44.0,9,quincy,massachusetts,usa
6972,6972,262998,34.74389988072476,9,melbourne,victoria,australia
6974,6974,264152,34.74389988072476,9,boston,massachusetts,usa
6978,6978,265676,36.0,9,sterling,virginia,usa
6979,6979,265972,34.74389988072476,9,olympia,washington,usa
6981,6981,266229,24.0,9,kent,washington,usa
6987,6987,268774,82.0,9,fremont,california,usa
6990,6990,270605,34.74389988072476,9,bourbonnais,illinois,usa
6994,6994,273813,34.74389988072476,9,lynchburg,"virginia,",
6998,6998,275922,47.0,9,groves,texas,usa
7000,7000,277689,34.74389988072476,9,tucson,arizona,usa
7002,7002,278221,32.0,9,oshawa,ontario,canada
7004,7004,278843,28.0,9,pismo beach,california,usa
7005,7005,68,34.74389988072476,en,montreal,quebec,canada
7006,7006,25217,34.74389988072476,en,burnley,england,united kingdom
7010,7010,125878,34.74389988072476,en,foxboro,massachusetts,usa
7011,7011,132582,20.0,en,san donato milanese,milano,italy
7012,7012,133225,28.0,en,irvine,california,usa
7014,7014,255679,24.0,en,lagos,",",
7015,7015,257495,23.0,en,montreal,quebec,canada
7018,7018,69,34.74389988072476,en,vancouver,british columbia,canada
7019,7019,25340,34.74389988072476,en,"honolulu,",hawaii,usa
7023,7023,238865,50.0,en,minneapolis,minnesota,usa
7024,7024,248805,34.0,en,denver,colorado,usa
7026,7026,3154,34.74389988072476,en,new york,new york,usa
7029,7029,16777,30.0,en,hummelstown,pennsylvania,usa
7030,7030,21469,36.0,en,ipswich,england,united kingdom
7031,7031,23699,25.0,en,minneapolis,minnesota,usa
7032,7032,48057,34.74389988072476,en,toronto,ontario,canada
7033,7033,58210,23.0,en,manchester.,,united kingdom
7034,7034,68412,19.0,en,glasgow,glasgow,united kingdom
7035,7035,88212,27.0,en,stockholm,stockholm,sweden
7036,7036,88805,26.0,en,palmerston north,manawatu,new zealand
7039,7039,164096,29.0,en,lisboa,lisboa,portugal
7042,7042,222716,34.74389988072476,en,adelaide,south australia,australia
7043,7043,225186,14.0,en,albuquerque,new mexico,usa
7044,7044,225411,34.74389988072476,en,hamilton,ontario,canada
7045,7045,228889,27.0,en,toronto,ontario,canada
7048,7048,259893,34.74389988072476,en,toronto,",",
7049,7049,261037,34.74389988072476,en,manchester,england,united kingdom
7050,7050,263941,30.0,en,epsom,surrey,united kingdom
7051,7051,272462,34.74389988072476,en,beachmere,queensland,australia
7052,7052,276394,29.0,en,paso robles,california,usa
7054,7054,70,44.0,9,rochester,new york,usa
7055,7055,73,34.74389988072476,en,wentzville,missouri,usa
7056,7056,23869,34.74389988072476,en,st peters,missouri,usa
7059,7059,62966,23.0,en,fairfax,virginia,usa
7064,7064,98547,43.0,en,columbia,south carolina,usa
7070,7070,228206,30.0,en,minneapolis,minnesota,usa
7071,7071,75,37.0,en,long beach,california,usa
7074,7074,7082,34.74389988072476,en,carlisle,pennsylvania,usa
7075,7075,7809,34.74389988072476,en,seattle,washington,usa
7078,7078,9660,35.0,en,albuquerque,new mexico,usa
7083,7083,21229,34.74389988072476,en,blairmore,alberta,canada
7084,7084,21708,44.0,en,albuquerque,new mexico,usa
7085,7085,24140,14.0,en,myerstown,pennsylvania,usa
7086,7086,25850,50.0,en,mastic beach,new york,usa
